Date,Title,Artist,Peak_Position,Last_Position,Weeks_on_Chart,Rank_in_Chart,New_on_Chart
2017-02-08,Don't Let Me Down,The Chainsmokers Featuring Daya,3,33,50,34,False
2017-02-08,Better Man,Little Big Town,35,41,13,35,False
2017-02-08,Blue Ain't Your Color,Keith Urban,24,35,20,36,False
2017-02-08,T-Shirt,Migos,37,43,2,37,False
2017-02-08,The Greatest,Sia Featuring Kendrick Lamar,18,39,21,38,False
2017-02-08,Castle On The Hill,Ed Sheeran,6,28,3,39,False
2017-02-08,Party,Chris Brown Featuring Usher & Gucci Mane,40,45,6,40,False
2017-02-08,X,21 Savage & Metro Boomin Featuring Future,36,37,20,41,False
2017-02-08,A Guy With A Girl,Blake Shelton,42,51,11,42,False
2017-02-08,Chill Bill,Rob $tone Featuring J. Davi$ & Spooks,29,40,26,43,False
2017-02-08,Dirt On My Boots,Jon Pardi,44,57,8,44,False
2017-02-08,Star Of The Show,Thomas Rhett,45,55,13,45,False
2017-02-08,Deja Vu,J. Cole,7,48,7,46,False
2017-02-08,Used To This,Future Featuring Drake,14,49,12,47,False
2017-02-08,Cold Water,Major Lazer Featuring Justin Bieber & MO,2,42,27,48,False
2017-02-08,Both,Gucci Mane Featuring Drake,41,44,6,49,False
2017-02-08,Party Monster,The Weeknd,16,36,10,50,False
2017-02-08,Goosebumps,Travis Scott,51,71,12,51,False
2017-02-08,Down,Marian Hill,52,99,2,52,False
2017-02-08,HandClap,Fitz And The Tantrums,53,54,18,53,False
2017-02-08,Way Down We Go,Kaleo,54,85,5,54,False
2017-02-08,Seein' Red,Dustin Lynch,55,66,5,55,False
2017-02-08,I Got You,Bebe Rexha,53,53,4,56,False
2017-02-08,Make Me (Cry),Noah Cyrus Featuring Labrinth,55,62,7,57,False
2017-02-08,Congratulations,Post Malone Featuring Quavo,58,81,5,58,False
2017-02-08,Chantaje,Shakira Featuring Maluma,51,52,11,59,False
2017-02-08,Play That Song,Train,60,69,9,60,False
2017-02-08,No Heart,21 Savage & Metro Boomin,43,50,14,61,False
2017-02-08,Think A Little Less,Michael Ray,62,76,5,62,False
2017-02-08,Sober Saturday Night,Chris Young Featuring Vince Gill,63,75,4,63,False
2017-02-08,Location,Khalid,64,70,3,64,False
2017-02-08,How Far I'll Go,Auli'i Cravalho,41,67,9,65,False
2017-02-08,Dirty Laundry,Carrie Underwood,48,58,15,66,False
2017-02-08,Selfish,PnB Rock,51,59,12,67,False
2017-02-08,How Far I'll Go,Alessia Cara,56,56,8,68,False
2017-02-08,Wanna Be That Song,Brett Eldredge,46,64,17,69,False
2017-02-08,Fresh Eyes,Andy Grammer,59,68,17,70,False
2017-02-08,Kill A Word,Eric Church Featuring Rhiannon Giddens,71,74,7,71,False
2017-02-08,Moves,Big Sean,62,65,5,72,False
2017-02-08,OTW,DJ Luke Nasty,71,72,6,73,False
2017-02-08,Today,Brad Paisley,70,92,4,74,False
2017-02-08,Swang,Rae Sremmurd,61,61,6,75,False
2017-02-08,Redbone,Childish Gambino,48,63,9,76,False
2017-02-08,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,77,88,2,77,False
2017-02-08,80s Mercedes,Maren Morris,74,82,11,78,False
2017-02-08,The Weekend,Brantley Gilbert,79,89,4,79,False
2017-02-08,If The Boot Fits,Granger Smith,80,0,2,80,False
2017-02-08,Fast,Luke Bryan,81,0,0,81,True
2017-02-08,That's What I Like,Bruno Mars,79,0,2,82,False
2017-02-08,Not Nice,PARTYNEXTDOOR,83,95,2,83,False
2017-02-08,Guys My Age,Hey Violet,84,0,0,84,True
2017-02-08,Sex With Me,Rihanna,83,87,13,85,False
2017-02-08,Road Less Traveled,Lauren Alaina,86,0,0,86,True
2017-02-08,Issues,Julia Michaels,87,0,0,87,True
2017-02-08,Call On Me,Starley,79,79,4,88,False
2017-02-08,Alone,Marshmello,60,60,9,89,False
2017-02-08,Black,Dierks Bentley,90,98,2,90,False
2017-02-08,Love On The Weekend,John Mayer,53,0,2,91,False
2017-02-08,Good Drank,2 Chainz x Gucci Mane x Quavo,92,0,0,92,True
2017-02-08,Any Ol' Barstool,Jason Aldean,93,0,0,93,True
2017-02-08,Dancing On My Own,Calum Scott,94,0,0,94,True
2017-02-08,Sneakin',Drake Featuring 21 Savage,28,73,14,95,False
2017-02-08,Song For Another Time,Old Dominion,59,83,18,96,False
2017-02-08,Million Reasons,Lady Gaga,52,0,11,97,False
2017-02-08,Say It,Flume Featuring Tove Lo,60,94,4,98,False
2017-02-08,Water,Ugly God,80,80,4,99,False
2017-02-15,Shape Of You,Ed Sheeran,1,2,4,1,False
2017-02-15,Bad And Boujee,Migos Featuring Lil Uzi Vert,1,1,12,2,False
2017-02-15,I Don't Wanna Live Forever (Fifty Shades Darker),Zayn / Taylor Swift,3,5,8,3,False
2017-02-15,Bad Things,Machine Gun Kelly x Camila Cabello,4,4,14,4,False
2017-02-15,Closer,The Chainsmokers Featuring Halsey,1,3,27,5,False
